id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
91,39343,60,High,"['criminal', 'fraud', 'drug', 'contract', 'breach', 'business', 'commercial', 'custody', 'property', 'land']",447138.00,1346.80,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Tort', 'Administrative']","['negligence', 'breach of contract', 'fraud']","['loss', 'payment', 'damages', 'profit', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
92,39344,32,Medium,"['fraud', 'contract', 'breach', 'divorce', 'family', 'property']",13966.00,97.66,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial']","['family law', 'fraud']","['refund', 'loss', 'damages']",5,100.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
93,39345,27,Medium,"['commercial', 'fraud', 'family', 'land']",13805.00,136.68,Medium,Property Dispute,"['Commercial', 'Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']",['fraud'],['damages'],7,50.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
94,39346,9,Low,"['contract', 'breach', 'business']",2474.00,63.44,Low,Contract Dispute,"['Contract Dispute', 'Commercial']",['breach of contract'],[],2,0.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
95,39347,24,Medium,"['business', 'commercial', 'divorce', 'alimony', 'family', 'property', 'land', 'ownership']",73837.00,386.58,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['payment', 'profit', 'loan', 'fine', 'debt', 'settlement']",7,100.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
96,39348,14,Low,"['criminal', 'land']",13409.00,216.27,Medium,Property Dispute,"['Property Dispute', 'Employment']",[],['fine'],2,100.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
97,39349,0,Low,[],4569.00,142.78,Low,Contract Dispute,"['Contract Dispute', 'Fraud', 'Commercial', 'Administrative']",[],['damages'],5,100.00,2025-09-15 08:49:12+00:00,2025-09-15 08:49:12+00:00
98,39351,60,High,"['criminal', 'assault', 'contract', 'business', 'commercial', 'divorce', 'custody', 'alimony', 'family', 'domestic', 'property', 'land', 'ownership']",282387.67,1313.43,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Criminal', 'Commercial', 'Employment', 'Constitutional']",['human rights'],"['payment', 'investment', 'loan', 'fine', 'debt', 'settlement']",2,100.00,2025-09-15 08:49:13+00:00,2025-09-15 08:49:13+00:00
99,39352,14,Low,"['family', 'property', 'land', 'ownership']",41171.00,144.97,Medium,Property Dispute,"['Property Dispute', 'Employment', 'Tort', 'Constitutional']",['negligence'],"['investment', 'loss', 'fine']",5,100.00,2025-09-15 08:49:13+00:00,2025-09-15 08:49:13+00:00
100,39353,3,Low,['contract'],26833.80,185.06,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['wrongful dismissal'],"['profit', 'damages']",2,100.00,2025-09-15 08:49:13+00:00,2025-09-15 08:49:13+00:00
101,39354,24,Medium,"['breach', 'commercial', 'land', 'family', 'property', 'ownership']",80783.00,140.25,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative', 'Tort']","['human rights', 'negligence']","['investment', 'loss', 'fine']",10,100.00,2025-09-15 08:49:13+00:00,2025-09-15 08:49:13+00:00
102,39355,10,Low,"['contract', 'business', 'divorce', 'family']",4603.00,83.69,Low,Family Law,"['Contract Dispute', 'Family Law', 'Commercial']",['family law'],"['profit', 'payment']",4,0.00,2025-09-15 08:49:13+00:00,2025-09-15 08:49:13+00:00
103,39360,11,Low,"['breach', 'property', 'land']",17673.00,50.07,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Tort', 'Constitutional', 'Administrative']","['defamation', 'human rights', 'property dispute']","['damages', 'settlement']",10,100.00,2025-09-15 08:49:14+00:00,2025-09-15 08:49:14+00:00
104,39361,49,Medium,"['criminal', 'fraud', 'contract', 'family', 'property', 'land', 'boundary', 'ownership']",52723.77,110.07,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['payment', 'damages', 'fine', 'settlement']",4,100.00,2025-09-15 08:49:14+00:00,2025-09-15 08:49:14+00:00
105,39362,26,Medium,"['criminal', 'family', 'domestic', 'property', 'land', 'boundary']",36653.00,78.32,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative']",[],"['damages', 'fine', 'settlement']",9,100.00,2025-09-15 08:49:14+00:00,2025-09-15 08:49:14+00:00
106,39366,0,Low,[],30672.00,2788.36,Medium,Property Dispute,['Property Dispute'],[],[],2,0.00,2025-09-15 08:49:15+00:00,2025-09-15 08:49:15+00:00
107,39368,24,Medium,"['breach', 'commercial', 'family', 'property', 'land', 'boundary', 'ownership']",6324.77,31.16,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']","['harassment', 'property dispute']","['profit', 'damages', 'settlement']",5,100.00,2025-09-15 08:49:15+00:00,2025-09-15 08:49:15+00:00
108,39369,38,Medium,"['fraud', 'contract', 'breach', 'family', 'property', 'land', 'ownership']",605946.63,5179.03,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['payment', 'damages']",7,100.00,2025-09-15 08:49:15+00:00,2025-09-15 08:49:15+00:00
109,39372,10,Low,"['contract', 'breach', 'property']",3390.00,56.50,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Administrative']",[],['fine'],2,100.00,2025-09-15 08:49:15+00:00,2025-09-15 08:49:15+00:00
110,39373,16,Low,"['property', 'land', 'boundary', 'ownership']",9964.00,101.67,Low,Property Dispute,"['Property Dispute', 'Commercial']",['property dispute'],['fine'],7,100.00,2025-09-15 08:49:15+00:00,2025-09-15 08:49:15+00:00
111,39374,30,Medium,"['criminal', 'contract', 'breach', 'family', 'property', 'land', 'ownership']",25239.94,72.74,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",[],"['investment', 'payment', 'damages', 'compensation']",4,100.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
112,39375,0,Low,[],15234.00,87.55,Medium,Property Dispute,"['Property Dispute', 'Administrative']",[],[],10,0.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
113,39377,12,Low,"['property', 'land', 'boundary']",12992.00,75.53,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],['damages'],5,100.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
114,39379,0,Low,[],5845.00,153.82,Low,Administrative,['Administrative'],[],[],5,100.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
115,39380,45,Medium,"['criminal', 'fraud', 'breach', 'family', 'property', 'land', 'boundary']",61482.00,90.95,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']","['property dispute', 'fraud']","['loss', 'damages']",7,100.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
116,39381,10,Low,"['family', 'property', 'land']",7476.00,128.90,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['property dispute'],['damages'],5,100.00,2025-09-15 08:49:16+00:00,2025-09-15 08:49:16+00:00
117,39382,39,Medium,"['fraud', 'contract', 'family', 'property', 'land', 'boundary', 'ownership']",110879.19,436.53,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['damages', 'fine']",5,100.00,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
118,39384,56,High,"['property', 'land', 'boundary', 'fraud', 'breach', 'business', 'custody', 'family', 'ownership']",157691.99,396.21,High,Property Dispute,"['Property Dispute', 'Contract Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['property dispute', 'fraud']","['loss', 'payment', 'damages', 'fine', 'mortgage', 'settlement']",10,50.00,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
119,39385,60,High,"['family', 'property', 'land', 'ownership', 'theft', 'drug', 'contract', 'breach', 'business', 'commercial']",606049.00,1819.97,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Criminal', 'Commercial', 'Tort']","['property dispute', 'breach of contract', 'negligence']","['loss', 'payment', 'damages', 'loan', 'fine', 'debt']",10,100.00,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
120,39386,6,Low,"['family', 'land']",8714.00,113.17,Low,Administrative,"['Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],[],5,100.00,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
121,39387,19,Low,"['criminal', 'manslaughter']",4364.10,75.24,Low,Property Dispute,"['Property Dispute', 'Criminal', 'Employment', 'Tort']",['negligence'],['fine'],7,0.00,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
122,39388,118,High,"['contract', 'family', 'property', 'land', 'criminal', 'breach', 'fraud', 'ownership']",147623.00,91.24,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Tort', 'Constitutional', 'Employment', 'Administrative', 'Fraud']","['property dispute', 'fraud']","['refund', 'damages', 'payment', 'fine', 'compensation', 'settlement']",10,83.33,2025-09-15 08:49:17+00:00,2025-09-15 08:49:17+00:00
123,39390,9,Low,"['breach', 'family', 'land']",18159.00,71.77,Medium,Administrative,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative']",[],[],6,100.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
124,39391,17,Low,"['business', 'divorce', 'custody', 'family', 'property', 'land']",5631.00,106.25,Low,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial', 'Constitutional']",[],['settlement'],2,100.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
125,39393,76,High,"['fraud', 'property', 'contract', 'breach']",25715.00,83.22,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative', 'Contract Dispute']","['property dispute', 'fraud']","['debt', 'mortgage']",10,75.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
126,39394,30,Medium,"['breach', 'property', 'land', 'ownership']",758807.00,4311.40,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['loss', 'damages']",10,100.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
127,39395,4,Low,['land'],25676.12,79.00,Medium,Administrative,"['Property Dispute', 'Commercial', 'Constitutional', 'Administrative']",[],['fine'],10,50.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
128,39396,34,Medium,"['fraud', 'custody', 'family', 'property', 'land', 'ownership']",276024.00,5633.14,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['refund', 'loss']",2,100.00,2025-09-15 08:49:18+00:00,2025-09-15 08:49:18+00:00
129,39397,16,Low,"['contract', 'business', 'custody', 'family', 'domestic', 'property']",26127.00,334.96,Medium,Commercial,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment']",['harassment'],"['debt', 'payment', 'loan']",7,100.00,2025-09-15 08:49:19+00:00,2025-09-15 08:49:19+00:00
130,39398,32,Medium,"['fraud', 'family', 'property', 'land', 'ownership']",6708.00,93.17,Low,Property Dispute,"['Property Dispute', 'Fraud', 'Employment', 'Constitutional', 'Administrative']","['property dispute', 'fraud']","['refund', 'restitution', 'fine']",4,100.00,2025-09-15 08:49:19+00:00,2025-09-15 08:49:19+00:00
131,39399,36,Medium,"['fraud', 'breach', 'commercial', 'property', 'land', 'ownership']",278010.00,871.50,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional', 'Administrative']",['fraud'],"['profit', 'payment', 'fine']",9,100.00,2025-09-15 08:49:19+00:00,2025-09-15 08:49:19+00:00
132,39400,3,Low,['contract'],1854.00,142.62,Low,Contract Dispute,"['Contract Dispute', 'Family Law']",[],[],2,0.00,2025-09-15 08:49:19+00:00,2025-09-15 08:49:19+00:00
133,39402,4,Low,['family'],26590.00,71.10,Medium,Administrative,"['Property Dispute', 'Employment', 'Administrative']",[],[],10,100.00,2025-09-15 08:49:19+00:00,2025-09-15 08:49:19+00:00
134,39405,10,Low,"['family', 'property', 'land']",35416.00,148.81,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Constitutional', 'Administrative']",[],"['investment', 'fine']",9,100.00,2025-09-15 08:49:20+00:00,2025-09-15 08:49:20+00:00
135,39406,30,Medium,"['fraud', 'property', 'land', 'ownership']",4792.00,46.98,Low,Property Dispute,"['Property Dispute', 'Fraud', 'Employment']","['property dispute', 'fraud']",['settlement'],5,100.00,2025-09-15 08:49:20+00:00,2025-09-15 08:49:20+00:00
136,39408,103,High,"['fraud', 'contract', 'breach', 'business', 'property', 'land', 'family', 'boundary', 'ownership', 'partnership']",75434.50,71.57,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Family Law', 'Administrative']","['property dispute', 'fraud']","['damages', 'mortgage', 'profit', 'loan', 'fine', 'debt']",10,80.00,2025-09-15 08:49:20+00:00,2025-09-15 08:49:20+00:00
137,39409,15,Low,"['breach', 'property', 'land', 'ownership']",159196.00,1608.04,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['refund', 'reimbursement', 'payment', 'debt', 'settlement']",2,100.00,2025-09-15 08:49:20+00:00,2025-09-15 08:49:20+00:00
138,39411,14,Low,"['criminal', 'custody', 'family']",25633.00,73.24,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],[],5,100.00,2025-09-15 08:49:20+00:00,2025-09-15 08:49:20+00:00
139,39413,36,Medium,"['fraud', 'breach', 'business', 'land', 'property']",53032.04,82.73,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['property dispute', 'fraud']","['refund', 'loss', 'damages', 'fine']",10,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
140,39414,24,Medium,"['fraud', 'family', 'land']",524841.00,2883.74,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Constitutional', 'Administrative']",['fraud'],"['damages', 'fine']",9,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
141,39415,36,Medium,"['fraud', 'breach', 'commercial', 'property', 'land', 'ownership']",278010.00,871.50,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional', 'Administrative']",['fraud'],"['profit', 'payment', 'fine']",9,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
142,39416,16,Low,"['drug', 'divorce', 'custody', 'family']",2591.00,76.21,Low,Family Law,['Family Law'],[],"['payment', 'settlement']",2,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
143,39417,30,Medium,"['criminal', 'robbery', 'custody', 'property', 'land']",40764.00,377.44,Medium,Property Dispute,"['Property Dispute', 'Criminal', 'Employment', 'Constitutional', 'Administrative']",[],"['loss', 'fine']",10,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
144,39419,157,High,"['fraud', 'divorce', 'family', 'domestic', 'property', 'land', 'ownership', 'criminal', 'breach', 'real estate']",184385.00,113.05,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Constitutional', 'Administrative', 'Employment']","['human rights', 'property dispute', 'fraud']","['penalty', 'fine']",10,100.00,2025-09-15 08:49:21+00:00,2025-09-15 08:49:21+00:00
145,39421,28,Medium,"['family', 'property', 'land', 'ownership']",2718.58,90.62,Low,Property Dispute,['Property Dispute'],['property dispute'],['payment'],10,100.00,2025-09-15 08:49:22+00:00,2025-09-15 08:49:22+00:00
146,39423,137,High,"['assault', 'criminal', 'fraud', 'property', 'land', 'boundary']",59687.00,112.40,Medium,Property Dispute,"['Criminal', 'Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['payment', 'damages', 'fine', 'settlement']",10,40.00,2025-09-15 08:49:22+00:00,2025-09-15 08:49:22+00:00
147,39424,38,Medium,"['criminal', 'fraud', 'family', 'property', 'land']",41473.00,103.68,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['payment', 'settlement']",4,100.00,2025-09-15 08:49:22+00:00,2025-09-15 08:49:22+00:00
148,39425,4,Low,['property'],30.00,1.58,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Employment']",['property dispute'],[],2,0.00,2025-09-15 08:49:22+00:00,2025-09-15 08:49:22+00:00
149,39429,54,High,"['embezzlement', 'contract', 'breach', 'business', 'commercial', 'domestic', 'theft', 'custody', 'property', 'land']",34272.79,233.15,Medium,Contract Dispute,"['Employment', 'Administrative', 'Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Criminal', 'Tort']",['negligence'],"['refund', 'loss', 'payment', 'damages', 'fine']",10,100.00,2025-09-15 08:49:23+00:00,2025-09-15 08:49:23+00:00
150,39431,0,Low,[],1579.00,58.48,Low,Unknown,[],[],[],5,100.00,2025-09-15 08:49:23+00:00,2025-09-15 08:49:23+00:00
151,39435,110,High,"['criminal', 'fraud', 'contract', 'breach', 'land', 'ownership', 'property', 'real estate']",42248.00,74.64,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment', 'Constitutional', 'Commercial', 'Administrative']","['property dispute', 'fraud']","['fine', 'settlement']",10,100.00,2025-09-15 08:49:23+00:00,2025-09-15 08:49:23+00:00
152,39438,14,Low,"['criminal', 'property']",371.00,23.19,Low,Property Dispute,['Property Dispute'],[],[],4,0.00,2025-09-15 08:49:24+00:00,2025-09-15 08:49:24+00:00
