id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
47,Commercial Court – B,,Unknown,Central,Unknown,"Commercial Court – B, Unknown, Central",,,4.925032,-0.767765,,Jurisdiction covers Unknown and surrounding areas,+233 633 924 748,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Central region",ACTIVE
49,Winneba High Court,,High Court,Central,Winneba,"Winneba High Court, Winneba, Central Region",,,5.35,-0.6167,,Jurisdiction covers Winneba and surrounding areas,+233 332 030 123,winneba.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Winneba, Central region",ACTIVE
51,Mankesim High Court,,High Court,Central,Mankesim,"Mankesim High Court, Mankesim, Central",,,4.857078,-0.905986,,Jurisdiction covers Mankesim and surrounding areas,+233 276 684 529,mankesim.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mankesim, Central region",ACTIVE
53,Kasoa Odupong Kpehe High Court,,High Court,Central,Kasoa Odupong Kpehe,"Kasoa Odupong Kpehe High Court, Kasoa Odupong Kpehe, Central",,,5.342383,-1.086515,,Jurisdiction covers Kasoa Odupong Kpehe and surrounding areas,+233 728 700 600,kasoaodupongkpehe.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kasoa Odupong Kpehe, Central region",ACTIVE
55,Cape Coast Circuit Court,,Circuit Court,Central,GBVC,"Cape Coast Circuit Court, GBVC, Central",,,4.746663,-1.43961,,Jurisdiction covers GBVC and surrounding areas,+233 487 146 363,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Central region",ACTIVE
57,Agona Swedru Circuit Court,,Circuit Court,Central,Agona Swedru,"Agona Swedru Circuit Court, Agona Swedru, Central",,,5.090543,-1.430098,,Jurisdiction covers Agona Swedru and surrounding areas,+233 213 162 540,agonaswedru.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Agona Swedru, Central region",ACTIVE
59,Kasoa Ofaakor Circuit Court,,Circuit Court,Central,Kasoa Ofaakor,"Kasoa Ofaakor Circuit Court, Kasoa Ofaakor, Central",,,5.598158,-0.851888,,Jurisdiction covers Kasoa Ofaakor and surrounding areas,+233 978 482 729,kasoaofaakor.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kasoa Ofaakor, Central region",ACTIVE
61,Kyekyewere Nsuaem Circuit Court,,Circuit Court,Central,Kyekyewere Nsuaem,"Kyekyewere Nsuaem Circuit Court, Kyekyewere Nsuaem, Central",,,5.387329,-1.071107,,Jurisdiction covers Kyekyewere Nsuaem and surrounding areas,+233 650 556 824,kyekyewerensuaem.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kyekyewere Nsuaem, Central region",ACTIVE
63,Cape Coast District Court -1,,District Court,Central,Cape Coast,"Cape Coast District Court -1, Cape Coast, Central",,,5.171697,-1.548455,,Jurisdiction covers Cape Coast and surrounding areas,+233 885 549 158,capecoast.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Cape Coast, Central region",ACTIVE
65,Awutu District Court,,District Court,Central,Awutu,"Awutu District Court, Awutu, Central",,,5.549151,-1.05173,,Jurisdiction covers Awutu and surrounding areas,+233 669 513 516,awutu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Awutu, Central region",ACTIVE
67,Ajumako District Court,,District Court,Central,Ajumako,"Ajumako District Court, Ajumako, Central",,,4.977982,-1.715045,,Jurisdiction covers Ajumako and surrounding areas,+233 800 902 486,ajumako.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Ajumako, Central region",ACTIVE
46,Commercial Court – A,,Unknown,Central,Unknown,"Commercial Court – A, Unknown, Central",,,5.239002,-1.018171,,Jurisdiction covers Unknown and surrounding areas,+233 396 580 869,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Central region",ACTIVE
48,Agona Swedru High Court,,High Court,Central,Agona Swedru,"Agona Swedru High Court, Agona Swedru, Central Region",,,5.5333,-0.7,,Jurisdiction covers Agona Swedru and surrounding areas,+233 332 040 123,agona.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Agona Swedru, Central region",ACTIVE
50,Dunkwa on Offin High Court,,High Court,Central,Offin,"Dunkwa on Offin High Court, Offin, Central",,,4.786283,-1.529458,,Jurisdiction covers Offin and surrounding areas,+233 222 785 338,offin.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Offin, Central region",ACTIVE
52,Assin Fosu High Court,,High Court,Central,Assin Fosu,"Assin Fosu High Court, Assin Fosu, Central",,,5.247333,-1.433273,,Jurisdiction covers Assin Fosu and surrounding areas,+233 762 910 759,assinfosu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Assin Fosu, Central region",ACTIVE
54,Gyegyenadze High Court,,High Court,Central,Winneba,"Gyegyenadze High Court, Winneba, Central",,,4.778562,-1.072017,,Jurisdiction covers Winneba and surrounding areas,+233 267 497 758,winneba.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Winneba, Central region",ACTIVE
56,Cape Coast Circuit Court,,Circuit Court,Central,Cape Coast,"Cape Coast Circuit Court, Cape Coast, Central",,,4.731668,-0.874211,,Jurisdiction covers Cape Coast and surrounding areas,+233 695 144 542,capecoast.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Cape Coast, Central region",ACTIVE
58,Dunkwa on Offin Circuit Court,,Circuit Court,Central,Offin,"Dunkwa on Offin Circuit Court, Offin, Central",,,4.843401,-1.014114,,Jurisdiction covers Offin and surrounding areas,+233 907 834 652,offin.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Offin, Central region",ACTIVE
60,Mankesim Circuit Court,,Circuit Court,Central,Mankesim,"Mankesim Circuit Court, Mankesim, Central",,,4.735107,-1.53291,,Jurisdiction covers Mankesim and surrounding areas,+233 523 794 869,mankesim.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mankesim, Central region",ACTIVE
62,Gyegyenadze Circuit Court,,Circuit Court,Central,Winneba,"Gyegyenadze Circuit Court, Winneba, Central",,,5.244509,-1.138048,,Jurisdiction covers Winneba and surrounding areas,+233 691 270 616,winneba.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Winneba, Central region",ACTIVE
64,Cape Coast District Court -2,,District Court,Central,Cape Coast,"Cape Coast District Court -2, Cape Coast, Central",,,5.394894,-1.326454,,Jurisdiction covers Cape Coast and surrounding areas,+233 840 230 890,capecoast.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Cape Coast, Central region",ACTIVE
66,Breman Asikuma District Court,,District Court,Central,Breman Asikuma,"Breman Asikuma District Court, Breman Asikuma, Central",,,4.75747,-1.135327,,Jurisdiction covers Breman Asikuma and surrounding areas,+233 562 980 383,bremanasikuma.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Breman Asikuma, Central region",ACTIVE
68,Dunkwa on Offin District Court,,District Court,Central,Offin,"Dunkwa on Offin District Court, Offin, Central",,,4.657356,-0.882039,,Jurisdiction covers Offin and surrounding areas,+233 563 356 284,offin.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Offin, Central region",ACTIVE
69,Elmina District Court,,District Court,Central,Elmina,"Elmina District Court, Elmina, Central",,,4.781393,-1.313926,,Jurisdiction covers Elmina and surrounding areas,+233 200 898 270,elmina.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Elmina, Central region",ACTIVE
71,Saltpond District Court,,District Court,Central,Saltpond,"Saltpond District Court, Saltpond, Central",,,4.738923,-1.681411,,Jurisdiction covers Saltpond and surrounding areas,+233 480 733 551,saltpond.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Saltpond, Central region",ACTIVE
73,Winneba District Court,,District Court,Central,Winneba,"Winneba District Court, Winneba, Central",,,5.233849,-0.832424,,Jurisdiction covers Winneba and surrounding areas,+233 647 591 917,winneba.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Winneba, Central region",ACTIVE
75,Agona Swedru District Court,,District Court,Central,Agona Swedru,"Agona Swedru District Court, Agona Swedru, Central",,,5.007927,-1.743924,,Jurisdiction covers Agona Swedru and surrounding areas,+233 320 596 367,agonaswedru.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Agona Swedru, Central region",ACTIVE
77,Assin Fosu District Court,,District Court,Central,Assin Fosu,"Assin Fosu District Court, Assin Fosu, Central",,,4.74713,-1.11659,,Jurisdiction covers Assin Fosu and surrounding areas,+233 493 937 977,assinfosu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Assin Fosu, Central region",ACTIVE
79,Nyankumasi Ahenkro District Court,,District Court,Central,Nyankumasi Ahenkro,"Nyankumasi Ahenkro District Court, Nyankumasi Ahenkro, Central",,,5.315601,-0.823163,,Jurisdiction covers Nyankumasi Ahenkro and surrounding areas,+233 427 902 432,nyankumasiahenkro.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nyankumasi Ahenkro, Central region",ACTIVE
81,Kasoa Ofaakor District Court,,District Court,Central,Kasoa Ofaakor,"Kasoa Ofaakor District Court, Kasoa Ofaakor, Central",,,4.788075,-0.945281,,Jurisdiction covers Kasoa Ofaakor and surrounding areas,+233 734 319 686,kasoaofaakor.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kasoa Ofaakor, Central region",ACTIVE
83,Mankesim District Court,,District Court,Central,Mankesim,"Mankesim District Court, Mankesim, Central",,,5.380477,-1.587441,,Jurisdiction covers Mankesim and surrounding areas,+233 418 913 780,mankesim.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mankesim, Central region",ACTIVE
